cod_dpto,departamento,cod_mpio,municipio,departamento_mgn,municipio_mgn,municipio_tipo_mgn,area_km2_mgn_attribute,area_km2_calc,centroid_lat,centroid_lon,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps,has_mgn_centroid,has_reps_supply
05,Antioquia,05615,Rionegro,ANTIOQUIA,RIONEGRO,MUNICIPIO,195.86687913,195.86687912564997,6.150782716667241,-75.41076358047077,902.0,801.0,902.0,139.0,3.0,899.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05628,Sabanalarga,ANTIOQUIA,SABANALARGA,MUNICIPIO,265.7270116,265.7270116026083,6.900988614387037,-75.79223136442069,2.0,2.0,2.0,1.0,1.0,1.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05631,Sabaneta,ANTIOQUIA,SABANETA,MUNICIPIO,15.66193686,15.661936856303766,6.138288594344135,-75.60857608787555,402.0,378.0,402.0,51.0,1.0,400.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05642,Salgar,ANTIOQUIA,SALGAR,MUNICIPIO,288.23409323,288.23409323726656,5.9705045896826805,-75.98137361168006,19.0,19.0,19.0,2.0,1.0,18.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05647,San Andrés de Cuerquía,ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA,MUNICIPIO,206.82019005,206.8201900525718,6.914558963770122,-75.66518722949785,6.0,6.0,6.0,1.0,1.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05649,San Carlos,ANTIOQUIA,SAN CARLOS,MUNICIPIO,716.41259938,716.4125993612433,6.193890354589229,-74.90721931220325,13.0,12.0,13.0,4.0,2.0,11.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05652,San Francisco,ANTIOQUIA,SAN FRANCISCO,MUNICIPIO,354.20160127,354.2016012618179,5.87913333019258,-74.97661223473597,3.0,3.0,3.0,1.0,1.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05656,San Jerónimo,ANTIOQUIA,SAN JERÓNIMO,MUNICIPIO,152.13958456,152.13958456439937,6.438693405198579,-75.70606303808597,19.0,19.0,19.0,2.0,1.0,18.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05658,San José de La Montaña,ANTIOQUIA,SAN JOSÉ DE LA MONTAÑA,MUNICIPIO,126.04755726,126.0475572558666,6.823257598958976,-75.67770924584218,3.0,3.0,3.0,1.0,1.0,2.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05659,San Juan de Urabá,ANTIOQUIA,SAN JUAN DE URABÁ,MUNICIPIO,252.11856585,252.11856586996754,8.707143004257796,-76.53250096249067,11.0,11.0,11.0,1.0,1.0,10.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05660,San Luis,ANTIOQUIA,SAN LUIS,MUNICIPIO,518.34595615,518.3459561363213,6.019690381925625,-74.93848736604994,18.0,18.0,18.0,1.0,1.0,17.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05664,San Pedro de Los Milagros,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,MUNICIPIO,235.24908379,235.249083792429,6.457251456934408,-75.56428635004902,57.0,55.0,57.0,7.0,3.0,54.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05665,San Pedro de Urabá,ANTIOQUIA,SAN PEDRO DE URABÁ,MUNICIPIO,602.64453448,602.6445345173356,8.37911697778412,-76.31666364423003,6.0,6.0,6.0,4.0,1.0,5.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05667,San Rafael,ANTIOQUIA,SAN RAFAEL,MUNICIPIO,363.69314216,363.69314214857894,6.310742927213333,-74.99860187858135,17.0,15.0,17.0,5.0,3.0,14.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05670,San Roque,ANTIOQUIA,SAN ROQUE,MUNICIPIO,424.5612338,424.5612337882452,6.448679365300128,-74.93185999862028,17.0,16.0,17.0,3.0,2.0,15.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
05,Antioquia,05674,San Vicente,ANTIOQUIA,SAN VICENTE FERRER,MUNICIPIO,230.39150207,230.39150206922653,6.310386222652549,-75.32740358907591,24.0,24.0,24.0,1.0,0.0,24.0,Fecha corte REPS: Mar 12 2026  3:11PM,True,True
