cod_mpio,sedes_reps,prestadores_reps,reps_rows,sedes_ips_reps,sedes_publicas_reps,sedes_privadas_reps,fecha_corte_reps
76616,4,3,4,2,2,2,Fecha corte REPS: Mar 12 2026  3:11PM
76622,70,61,70,19,9,61,Fecha corte REPS: Mar 12 2026  3:11PM
76670,4,4,4,2,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
76736,31,30,31,6,2,29,Fecha corte REPS: Mar 12 2026  3:11PM
76823,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
76828,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
76834,383,344,383,111,20,363,Fecha corte REPS: Mar 12 2026  3:11PM
76845,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
76863,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
76869,4,3,4,2,2,2,Fecha corte REPS: Mar 12 2026  3:11PM
76890,9,4,9,7,6,3,Fecha corte REPS: Mar 12 2026  3:11PM
76892,102,92,102,34,9,92,Fecha corte REPS: Mar 12 2026  3:11PM
76895,58,53,58,19,6,52,Fecha corte REPS: Mar 12 2026  3:11PM
81001,123,109,123,47,11,112,Fecha corte REPS: Mar 12 2026  3:11PM
81065,32,23,32,19,9,23,Fecha corte REPS: Mar 12 2026  3:11PM
81220,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
81300,22,17,22,13,6,16,Fecha corte REPS: Mar 12 2026  3:11PM
81591,3,3,3,3,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
81736,76,65,76,31,10,65,Fecha corte REPS: Mar 12 2026  3:11PM
81794,85,72,85,35,12,73,Fecha corte REPS: Mar 12 2026  3:11PM
85001,338,305,338,131,11,327,Fecha corte REPS: Mar 12 2026  3:11PM
85010,44,42,44,16,3,41,Fecha corte REPS: Mar 12 2026  3:11PM
85015,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
85125,5,5,5,4,2,3,Fecha corte REPS: Mar 12 2026  3:11PM
85136,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
85139,10,10,10,4,1,9,Fecha corte REPS: Mar 12 2026  3:11PM
85162,14,14,14,7,1,13,Fecha corte REPS: Mar 12 2026  3:11PM
85225,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
85230,4,4,4,1,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
85250,37,35,37,15,1,35,Fecha corte REPS: Mar 12 2026  3:11PM
85263,5,5,5,2,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
85279,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
85300,3,3,3,1,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
85315,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
85325,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
85400,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
85410,24,24,24,5,1,22,Fecha corte REPS: Mar 12 2026  3:11PM
85430,9,8,9,4,2,7,Fecha corte REPS: Mar 12 2026  3:11PM
85440,41,40,41,14,1,40,Fecha corte REPS: Mar 12 2026  3:11PM
86001,93,84,93,39,2,91,Fecha corte REPS: Mar 12 2026  3:11PM
86219,5,4,5,3,2,3,Fecha corte REPS: Mar 12 2026  3:11PM
86320,27,23,27,15,4,23,Fecha corte REPS: Mar 12 2026  3:11PM
86568,50,44,50,21,5,45,Fecha corte REPS: Mar 12 2026  3:11PM
86569,8,7,8,4,2,6,Fecha corte REPS: Mar 12 2026  3:11PM
86571,4,4,4,2,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
86573,9,7,9,4,3,6,Fecha corte REPS: Mar 12 2026  3:11PM
86749,24,24,24,11,1,23,Fecha corte REPS: Mar 12 2026  3:11PM
86755,3,3,3,2,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
86757,8,7,8,3,2,6,Fecha corte REPS: Mar 12 2026  3:11PM
86760,3,2,3,3,1,2,Fecha corte REPS: Mar 12 2026  3:11PM
86865,42,39,42,15,4,38,Fecha corte REPS: Mar 12 2026  3:11PM
86885,19,17,19,6,3,16,Fecha corte REPS: Mar 12 2026  3:11PM
88001,88,86,88,25,4,84,Fecha corte REPS: Mar 12 2026  3:11PM
88564,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
91001,57,55,57,13,3,54,Fecha corte REPS: Mar 12 2026  3:11PM
91263,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91405,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91407,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91430,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91460,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91530,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91536,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91540,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91669,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
91798,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
94001,35,25,35,22,11,23,Fecha corte REPS: Mar 12 2026  3:11PM
94343,7,2,7,7,6,1,Fecha corte REPS: Mar 12 2026  3:11PM
94883,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
94884,2,1,2,2,2,0,Fecha corte REPS: Mar 12 2026  3:11PM
94885,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
94886,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
94887,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
94888,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
95001,86,75,86,31,9,77,Fecha corte REPS: Mar 12 2026  3:11PM
95015,4,4,4,2,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
95025,5,5,5,2,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
95200,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
97001,37,6,37,33,30,7,Fecha corte REPS: Mar 12 2026  3:11PM
97161,5,1,5,5,5,0,Fecha corte REPS: Mar 12 2026  3:11PM
97511,10,1,10,10,10,0,Fecha corte REPS: Mar 12 2026  3:11PM
97666,4,1,4,4,4,0,Fecha corte REPS: Mar 12 2026  3:11PM
97777,1,1,1,1,1,0,Fecha corte REPS: Mar 12 2026  3:11PM
97889,5,1,5,5,5,0,Fecha corte REPS: Mar 12 2026  3:11PM
99001,24,24,24,4,1,23,Fecha corte REPS: Mar 12 2026  3:11PM
99524,5,5,5,1,1,4,Fecha corte REPS: Mar 12 2026  3:11PM
99624,2,2,2,1,1,1,Fecha corte REPS: Mar 12 2026  3:11PM
99773,4,4,4,3,1,3,Fecha corte REPS: Mar 12 2026  3:11PM
