cod_mpio,year,month,sivigila_intento_suicidio,sivigila_intento_suicidio_confirmados
70670,2023,3,2,2
70670,2023,5,1,1
70670,2023,6,7,7
70670,2023,7,3,3
70670,2023,9,3,3
70670,2023,10,5,5
70670,2023,11,3,3
70670,2024,1,1,1
70670,2024,3,5,5
70670,2024,4,4,4
70670,2024,5,9,9
70670,2024,6,2,2
70670,2024,7,4,4
70670,2024,8,5,5
70670,2024,9,4,4
70670,2024,10,2,2
70670,2024,11,7,7
70670,2024,12,4,4
70678,2021,1,1,1
70678,2021,7,1,1
70678,2021,9,2,2
70678,2021,10,2,2
70678,2021,11,2,2
70678,2021,12,1,1
70678,2022,6,2,2
70678,2022,8,1,1
70678,2022,9,2,2
70678,2022,10,3,3
70678,2022,11,3,3
70678,2023,7,1,1
70678,2023,9,2,2
70678,2023,10,2,2
70678,2023,12,2,2
70678,2024,1,1,1
70678,2024,2,1,1
70678,2024,6,1,1
70678,2024,7,1,1
70678,2024,8,2,2
70702,2021,1,1,1
70702,2021,3,1,1
70702,2021,4,1,1
70702,2021,7,1,1
70702,2021,10,1,1
70702,2021,11,1,1
70702,2021,12,1,1
70702,2022,2,3,3
70702,2022,3,2,2
70702,2022,6,1,1
70702,2022,7,1,1
70702,2022,9,2,2
70702,2023,1,2,2
70702,2023,2,2,2
70702,2023,3,2,2
70702,2023,4,1,1
70702,2023,5,1,1
70702,2023,6,1,1
70702,2023,7,1,1
70702,2023,8,1,1
70702,2023,9,1,1
70702,2023,11,2,2
70702,2023,12,2,2
70702,2024,1,1,1
70702,2024,3,3,3
70702,2024,5,1,1
70702,2024,6,1,1
70702,2024,7,3,3
70702,2024,9,2,2
70702,2024,11,1,1
70702,2024,12,1,1
70708,2021,1,1,1
70708,2021,2,1,1
70708,2021,3,3,3
70708,2021,4,3,3
70708,2021,5,1,1
70708,2021,6,2,2
70708,2021,7,3,3
70708,2021,8,1,1
70708,2021,9,3,3
70708,2021,10,2,2
70708,2021,11,2,2
70708,2021,12,1,1
70708,2022,1,3,3
70708,2022,2,2,2
70708,2022,3,4,4
70708,2022,4,1,1
70708,2022,5,2,2
70708,2022,6,1,1
70708,2022,7,1,1
70708,2022,8,2,2
70708,2022,9,2,2
70708,2022,10,1,1
70708,2022,11,1,1
70708,2023,1,5,5
70708,2023,2,3,3
70708,2023,3,2,2
70708,2023,4,2,2
70708,2023,5,2,2
70708,2023,6,1,1
70708,2023,7,2,2
70708,2023,8,2,2
70708,2023,9,1,1
70708,2023,10,3,3
70708,2024,1,1,1
70708,2024,2,3,3
70708,2024,3,3,3
70708,2024,5,2,2
70708,2024,6,1,1
70708,2024,7,1,1
70708,2024,8,2,2
70708,2024,10,4,4
70708,2024,11,2,2
70708,2024,12,3,3
70713,2021,1,1,1
70713,2021,2,3,3
70713,2021,3,5,5
70713,2021,4,2,2
70713,2021,5,1,1
70713,2021,6,1,1
70713,2021,7,3,3
70713,2021,8,2,2
70713,2021,10,2,2
70713,2021,11,1,1
70713,2021,12,4,4
70713,2022,1,4,4
70713,2022,3,3,3
70713,2022,4,2,2
70713,2022,5,4,4
70713,2022,7,3,3
70713,2022,8,4,4
70713,2022,10,1,1
70713,2022,11,4,4
70713,2022,12,3,3
70713,2023,1,1,1
70713,2023,2,2,2
70713,2023,3,1,1
70713,2023,5,1,1
70713,2023,6,2,2
70713,2023,7,2,2
70713,2023,8,3,3
70713,2023,9,1,1
70713,2023,11,2,2
70713,2023,12,1,1
70713,2024,1,1,1
70713,2024,2,2,2
70713,2024,3,5,5
70713,2024,4,2,2
70713,2024,5,3,3
70713,2024,6,5,5
70713,2024,7,1,1
70713,2024,9,1,1
70713,2024,10,2,2
70713,2024,12,1,1
70717,2021,1,1,1
70717,2021,4,1,1
70717,2021,5,2,2
70717,2021,6,3,3
70717,2021,9,1,1
70717,2021,12,1,1
70717,2022,1,3,3
70717,2022,7,1,1
70717,2022,10,1,1
70717,2022,12,1,1
70717,2023,3,1,1
70717,2023,7,1,1
70717,2023,8,1,1
70717,2023,12,1,1
70717,2024,3,1,1
70717,2024,5,1,1
70717,2024,6,1,1
70717,2024,7,1,1
70717,2024,8,3,3
70717,2024,9,4,4
70717,2024,10,1,1
70717,2024,11,2,2
70742,2021,1,2,2
70742,2021,2,3,3
70742,2021,9,1,1
70742,2021,10,4,4
70742,2022,1,1,1
70742,2022,2,2,2
70742,2022,4,1,1
70742,2022,5,1,1
70742,2022,6,1,1
70742,2022,9,1,1
70742,2022,10,2,2
70742,2022,11,1,1
70742,2023,1,1,1
70742,2023,3,1,1
70742,2023,5,1,1
70742,2023,6,2,2
70742,2023,7,1,1
70742,2023,8,1,1
70742,2023,9,1,1
70742,2023,10,1,1
70742,2023,11,1,1
70742,2024,1,1,1
70742,2024,2,2,2
70742,2024,3,4,4
70742,2024,4,2,2
70742,2024,6,2,2
70742,2024,7,1,1
70742,2024,8,3,3
70742,2024,9,2,2
70742,2024,10,1,1
70742,2024,11,4,4
70771,2021,2,2,2
70771,2021,4,2,2
70771,2021,7,1,1
70771,2021,8,1,1
70771,2022,1,1,1
70771,2022,2,1,1
70771,2022,4,1,1
70771,2022,5,1,1
70771,2022,8,1,1
70771,2022,11,3,3
70771,2023,1,1,1
70771,2023,4,1,1
70771,2023,8,1,1
70771,2023,10,2,2
70771,2023,12,1,1
70771,2024,4,1,1
70771,2024,12,1,1
70820,2021,1,4,4
70820,2021,2,1,1
70820,2021,4,1,1
70820,2021,5,1,1
70820,2021,6,1,1
70820,2021,7,2,2
70820,2021,8,3,3
70820,2021,9,2,2
70820,2021,10,4,4
70820,2021,11,2,2
70820,2022,1,1,1
70820,2022,2,2,2
70820,2022,3,2,2
70820,2022,4,5,5
70820,2022,5,2,2
70820,2022,6,1,1
70820,2022,7,1,1
70820,2022,8,2,2
70820,2022,9,2,2
70820,2022,10,3,3
70820,2022,11,1,1
70820,2022,12,2,2
70820,2023,1,1,1
70820,2023,2,2,2
70820,2023,3,1,1
70820,2023,4,3,3
70820,2023,5,1,1
70820,2023,6,2,2
70820,2023,8,2,2
70820,2023,9,1,1
70820,2023,10,1,1
70820,2023,11,1,1
70820,2023,12,3,3
70820,2024,1,2,2
70820,2024,2,1,1
70820,2024,4,2,2
70820,2024,7,1,1
70820,2024,8,1,1
70820,2024,9,3,3
70820,2024,10,2,2
70820,2024,11,1,1
70820,2024,12,1,1
70823,2021,6,2,2
70823,2021,7,2,2
70823,2021,8,2,2
70823,2021,11,2,2
70823,2021,12,1,1
70823,2022,1,1,1
70823,2022,3,2,2
70823,2022,5,1,1
70823,2022,7,1,1
70823,2022,10,1,1
70823,2022,11,3,3
70823,2022,12,1,1
70823,2023,1,2,2
70823,2023,2,2,2
70823,2023,3,2,2
70823,2023,5,2,2
70823,2023,8,1,1
70823,2023,11,3,3
70823,2023,12,1,1
70823,2024,2,1,1
70823,2024,3,2,2
70823,2024,4,1,1
70823,2024,6,5,5
70823,2024,7,3,3
70823,2024,9,1,1
73001,2021,1,31,31
73001,2021,2,40,40
73001,2021,3,49,49
73001,2021,4,53,53
73001,2021,5,52,52
73001,2021,6,31,31
73001,2021,7,53,53
73001,2021,8,49,49
73001,2021,9,49,49
73001,2021,10,56,56
73001,2021,11,51,51
73001,2021,12,44,44
73001,2022,1,37,37
73001,2022,2,34,34
73001,2022,3,55,55
73001,2022,4,53,53
73001,2022,5,54,54
73001,2022,6,64,64
73001,2022,7,59,59
73001,2022,8,59,59
73001,2022,9,71,71
73001,2022,10,67,67
73001,2022,11,63,63
73001,2022,12,52,52
73001,2023,1,47,47
73001,2023,2,41,41
73001,2023,3,72,72
73001,2023,4,43,43
73001,2023,5,56,56
73001,2023,6,54,54
73001,2023,7,41,41
73001,2023,8,64,64
73001,2023,9,65,65
73001,2023,10,44,44
73001,2023,11,54,54
73001,2023,12,49,49
73001,2024,1,39,39
73001,2024,2,54,54
73001,2024,3,52,52
73001,2024,4,50,50
73001,2024,5,51,51
73001,2024,6,39,39
73001,2024,7,55,55
73001,2024,8,42,42
73001,2024,9,51,51
73001,2024,10,48,48
73001,2024,11,55,55
73001,2024,12,25,25
73024,2021,2,1,1
73024,2021,6,1,1
73024,2021,7,1,1
73024,2021,8,1,1
73024,2021,9,1,1
73024,2021,10,1,1
73024,2023,5,1,1
73024,2023,7,1,1
73024,2024,4,1,1
73024,2024,8,2,2
73026,2021,9,1,1
73026,2021,11,2,2
73026,2022,3,2,2
73026,2022,5,2,2
73026,2022,6,1,1
73026,2022,7,1,1
73026,2022,8,1,1
73026,2023,2,1,1
73026,2023,3,1,1
73026,2023,5,1,1
73026,2023,7,1,1
73026,2023,8,1,1
73026,2023,10,2,2
73026,2023,11,1,1
73026,2023,12,1,1
73026,2024,2,1,1
73026,2024,5,1,1
73026,2024,8,1,1
73026,2024,11,1,1
73030,2021,2,1,1
73030,2021,5,2,2
73030,2021,7,1,1
73030,2021,8,1,1
73030,2021,11,1,1
73030,2022,1,1,1
73030,2022,8,1,1
73030,2022,10,1,1
73030,2022,12,1,1
73030,2023,2,1,1
73030,2023,3,1,1
73030,2023,6,1,1
73030,2023,7,1,1
73030,2023,8,1,1
73030,2023,9,1,1
73030,2023,12,1,1
73030,2024,4,1,1
73030,2024,5,2,2
73030,2024,8,3,3
73030,2024,9,1,1
73030,2024,10,2,2
73043,2021,1,1,1
73043,2021,3,1,1
73043,2021,9,1,1
73043,2022,1,1,1
73043,2022,4,2,2
73043,2022,5,2,2
73043,2022,6,1,1
73043,2022,7,2,2
73043,2022,9,1,1
73043,2022,10,2,2
73043,2022,12,2,2
73043,2023,3,1,1
73043,2023,4,1,1
73043,2023,7,1,1
73043,2023,10,1,1
73043,2024,1,1,1
73043,2024,4,1,1
73043,2024,9,3,3
73055,2021,1,1,1
73055,2021,2,1,1
73055,2021,3,1,1
73055,2021,4,2,2
73055,2021,6,2,2
73055,2021,8,4,4
73055,2021,12,1,1
73055,2022,5,1,1
73055,2022,6,3,3
73055,2022,8,2,2
73055,2022,9,2,2
73055,2022,11,1,1
73055,2022,12,2,2
73055,2023,4,1,1
73055,2023,5,1,1
73055,2023,10,3,3
73055,2023,12,1,1
73055,2024,3,1,1
73055,2024,4,2,2
73055,2024,7,1,1
73055,2024,9,2,2
73055,2024,12,1,1
73067,2021,3,1,1
73067,2021,4,1,1
73067,2021,5,1,1
73067,2021,10,1,1
73067,2021,11,1,1
73067,2021,12,1,1
73067,2022,2,1,1
73067,2022,3,1,1
73067,2022,5,1,1
73067,2022,6,1,1
73067,2022,7,1,1
73067,2022,9,2,2
73067,2022,11,1,1
73067,2023,2,1,1
73067,2023,3,1,1
73067,2023,5,2,2
73067,2023,6,3,3
73067,2023,8,1,1
73067,2023,9,1,1
73067,2024,1,1,1
73067,2024,2,1,1
73067,2024,7,5,5
73067,2024,9,1,1
73067,2024,10,2,2
73124,2021,1,1,1
73124,2021,2,2,2
73124,2021,3,5,5
73124,2021,4,2,2
73124,2021,5,2,2
73124,2021,6,3,3
73124,2021,7,1,1
73124,2021,8,4,4
73124,2021,9,3,3
73124,2021,10,2,2
73124,2021,11,3,3
73124,2021,12,3,3
73124,2022,1,3,3
73124,2022,2,2,2
73124,2022,4,2,2
73124,2022,5,2,2
73124,2022,7,2,2
73124,2022,9,1,1
73124,2022,10,2,2
73124,2022,12,1,1
73124,2023,1,1,1
73124,2023,2,1,1
73124,2023,3,1,1
73124,2023,4,1,1
73124,2023,5,3,3
73124,2023,6,2,2
73124,2023,7,3,3
73124,2023,8,1,1
73124,2023,9,1,1
73124,2023,10,1,1
73124,2023,11,3,3
73124,2023,12,1,1
73124,2024,1,3,3
73124,2024,2,2,2
73124,2024,3,1,1
73124,2024,4,2,2
73124,2024,5,2,2
73124,2024,6,2,2
73124,2024,7,1,1
73124,2024,8,2,2
73124,2024,11,5,5
73148,2021,3,1,1
73148,2021,5,1,1
73148,2021,12,2,2
73148,2022,3,2,2
73148,2022,5,1,1
73148,2022,8,1,1
73148,2023,2,1,1
73148,2023,3,2,2
73148,2023,9,1,1
73148,2023,10,2,2
73148,2023,11,1,1
73148,2024,2,1,1
73148,2024,3,1,1
73148,2024,4,1,1
73148,2024,5,1,1
73148,2024,6,3,3
73148,2024,7,1,1
73148,2024,9,2,2
73148,2024,10,2,2
73152,2021,3,2,2
73152,2021,11,1,1
73152,2022,1,1,1
73152,2022,6,1,1
73152,2023,2,1,1
73152,2023,3,1,1
73152,2023,4,1,1
73152,2023,5,1,1
73152,2023,9,1,1
73152,2023,12,1,1
73152,2024,5,1,1
73152,2024,9,1,1
73168,2021,1,3,3
73168,2021,2,4,4
73168,2021,3,4,4
73168,2021,4,8,8
73168,2021,5,7,7
73168,2021,6,4,4
73168,2021,7,5,5
73168,2021,8,6,6
73168,2021,9,3,3
73168,2021,10,1,1
73168,2021,11,2,2
73168,2021,12,4,4
73168,2022,1,1,1
73168,2022,2,3,3
73168,2022,3,2,2
73168,2022,4,5,5
73168,2022,5,6,6
73168,2022,6,1,1
73168,2022,7,4,4
73168,2022,8,2,2
73168,2022,9,5,5
73168,2022,10,3,3
73168,2022,11,2,2
73168,2022,12,2,2
73168,2023,1,3,3
73168,2023,2,1,1
73168,2023,3,3,3
73168,2023,4,5,5
73168,2023,5,2,2
73168,2023,6,8,8
73168,2023,7,3,3
73168,2023,8,6,6
73168,2023,9,9,9
73168,2023,11,2,2
73168,2023,12,3,3
73168,2024,1,3,3
73168,2024,2,3,3
73168,2024,3,5,5
73168,2024,4,3,3
73168,2024,5,7,7
73168,2024,6,2,2
73168,2024,7,6,6
73168,2024,8,5,5
73168,2024,9,5,5
73168,2024,10,11,11
73168,2024,11,5,5
73168,2024,12,1,1
73200,2021,6,1,1
73200,2021,12,2,2
73200,2022,1,1,1
73200,2022,2,1,1
73200,2022,4,1,1
73200,2022,7,1,1
73200,2022,8,1,1
73200,2022,12,2,2
73200,2023,2,1,1
73200,2023,3,1,1
73200,2023,6,1,1
73200,2023,7,1,1
73200,2024,3,2,2
73200,2024,11,1,1
73217,2021,2,2,2
73217,2021,3,1,1
73217,2021,4,2,2
73217,2021,5,2,2
73217,2021,6,1,1
73217,2021,8,1,1
73217,2021,9,1,1
73217,2021,10,3,3
73217,2021,11,2,2
73217,2022,3,1,1
73217,2022,4,2,2
73217,2022,5,1,1
73217,2022,7,3,3
73217,2022,9,1,1
73217,2022,10,1,1
73217,2022,11,2,2
73217,2023,2,1,1
73217,2023,3,1,1
73217,2023,4,1,1
73217,2023,5,2,2
73217,2023,6,2,2
73217,2023,8,1,1
73217,2023,9,2,2
73217,2023,12,3,3
73217,2024,2,2,2
73217,2024,3,1,1
73217,2024,4,4,4
73217,2024,5,3,3
73217,2024,6,1,1
73217,2024,7,3,3
73217,2024,8,2,2
73217,2024,10,1,1
73217,2024,11,1,1
73226,2021,2,1,1
73226,2021,4,1,1
73226,2021,7,1,1
73226,2021,11,1,1
73226,2022,4,1,1
73226,2022,5,1,1
73226,2022,6,1,1
73226,2022,12,1,1
73226,2023,1,1,1
73226,2023,6,1,1
73226,2023,10,2,2
73226,2024,3,1,1
73226,2024,4,1,1
73226,2024,9,2,2
73226,2024,12,1,1
73236,2021,4,1,1
73236,2021,5,1,1
73236,2021,11,1,1
73236,2022,7,1,1
73236,2022,8,1,1
73236,2022,9,1,1
73236,2022,10,3,3
73236,2023,5,1,1
73236,2024,2,2,2
73236,2024,7,1,1
73236,2024,9,1,1
73236,2024,10,1,1
73268,2021,1,7,7
73268,2021,2,6,6
73268,2021,3,5,5
73268,2021,4,7,7
73268,2021,5,5,5
73268,2021,6,1,1
73268,2021,7,3,3
73268,2021,8,2,2
73268,2021,9,5,5
73268,2021,10,1,1
73268,2021,11,5,5
73268,2021,12,2,2
73268,2022,1,3,3
73268,2022,2,4,4
73268,2022,3,6,6
73268,2022,4,4,4
73268,2022,5,5,5
73268,2022,6,7,7
73268,2022,7,12,12
73268,2022,8,2,2
73268,2022,9,11,11
73268,2022,10,10,10
73268,2022,11,4,4
73268,2022,12,5,5
73268,2023,1,7,7
73268,2023,2,6,6
73268,2023,3,6,6
73268,2023,4,6,6
73268,2023,5,5,5
73268,2023,6,8,8
73268,2023,7,2,2
73268,2023,8,8,8
73268,2023,9,9,9
73268,2023,10,7,7
73268,2023,11,3,3
73268,2023,12,4,4
73268,2024,1,6,6
73268,2024,2,4,4
73268,2024,3,9,9
73268,2024,4,4,4
73268,2024,5,3,3
73268,2024,6,4,4
73268,2024,7,5,5
73268,2024,8,3,3
73268,2024,9,2,2
73268,2024,10,6,6
73268,2024,11,4,4
73268,2024,12,4,4
73270,2021,4,2,2
73270,2021,5,1,1
73270,2021,6,1,1
73270,2021,8,1,1
73270,2021,9,2,2
73270,2021,11,1,1
73270,2021,12,1,1
73270,2022,4,2,2
73270,2022,6,1,1
73270,2022,9,1,1
73270,2022,10,1,1
73270,2023,1,1,1
73270,2023,2,1,1
73270,2023,5,1,1
73270,2023,6,1,1
73270,2023,7,1,1
73270,2023,8,1,1
73270,2023,9,2,2
73270,2023,11,1,1
73270,2024,1,2,2
73270,2024,6,1,1
73270,2024,7,1,1
73275,2021,1,1,1
73275,2021,2,2,2
73275,2021,4,2,2
73275,2021,5,1,1
73275,2021,6,1,1
73275,2021,7,1,1
73275,2021,8,2,2
73275,2021,9,4,4
73275,2021,10,1,1
73275,2021,11,2,2
73275,2021,12,2,2
73275,2022,2,2,2
73275,2022,3,1,1
73275,2022,4,3,3
73275,2022,5,2,2
73275,2022,6,2,2
73275,2022,7,1,1
73275,2022,8,1,1
73275,2022,9,3,3
73275,2022,11,2,2
73275,2023,2,3,3
73275,2023,3,2,2
73275,2023,4,2,2
73275,2023,5,1,1
73275,2023,6,2,2
73275,2023,8,1,1
73275,2023,10,2,2
73275,2023,11,2,2
73275,2024,1,3,3
73275,2024,2,1,1
73275,2024,3,1,1
73275,2024,4,2,2
73275,2024,5,1,1
73275,2024,6,3,3
73275,2024,7,1,1
73275,2024,8,3,3
73275,2024,10,2,2
73275,2024,11,2,2
73275,2024,12,2,2
73283,2021,1,2,2
73283,2021,3,6,6
73283,2021,4,2,2
73283,2021,5,2,2
73283,2021,7,5,5
73283,2021,8,1,1
73283,2021,10,1,1
73283,2021,12,1,1
73283,2022,2,1,1
73283,2022,3,2,2
73283,2022,4,2,2
73283,2022,5,7,7
73283,2022,6,2,2
73283,2022,7,5,5
73283,2022,9,4,4
73283,2022,10,4,4
73283,2022,11,2,2
73283,2022,12,3,3
73283,2023,2,3,3
73283,2023,3,6,6
73283,2023,4,1,1
73283,2023,5,3,3
73283,2023,6,4,4
73283,2023,7,1,1
73283,2023,8,2,2
73283,2023,10,1,1
73283,2023,11,1,1
73283,2023,12,4,4
73283,2024,1,4,4
73283,2024,2,4,4
73283,2024,3,2,2
73283,2024,4,2,2
73283,2024,5,2,2
73283,2024,6,6,6
73283,2024,7,6,6
73283,2024,8,4,4
73283,2024,9,1,1
73283,2024,10,4,4
73283,2024,11,1,1
73283,2024,12,1,1
73319,2021,1,3,3
73319,2021,2,1,1
73319,2021,3,1,1
73319,2021,4,4,4
73319,2021,5,1,1
73319,2021,6,1,1
73319,2021,8,2,2
73319,2021,9,1,1
73319,2021,12,1,1
73319,2022,1,5,5
73319,2022,3,2,2
73319,2022,4,2,2
73319,2022,5,1,1
73319,2022,6,4,4
73319,2022,9,1,1
73319,2022,10,2,2
73319,2022,11,1,1
73319,2023,2,1,1
73319,2023,4,1,1
73319,2023,5,1,1
73319,2023,6,6,6
73319,2023,7,1,1
73319,2023,8,3,3
73319,2023,9,1,1
73319,2023,10,1,1
73319,2023,11,4,4
73319,2024,1,1,1
73319,2024,2,3,3
73319,2024,3,3,3
73319,2024,4,1,1
73319,2024,5,2,2
73319,2024,6,4,4
73319,2024,7,3,3
73319,2024,8,3,3
73319,2024,9,4,4
73319,2024,10,4,4
73319,2024,11,1,1
73347,2021,2,1,1
73347,2021,9,3,3
73347,2021,11,1,1
73347,2021,12,1,1
73347,2022,1,1,1
73347,2022,4,1,1
73347,2022,6,2,2
73347,2022,7,1,1
73347,2022,8,2,2
73347,2022,11,3,3
73347,2022,12,1,1
73347,2023,4,1,1
73347,2023,6,1,1
73347,2023,7,2,2
73347,2023,8,1,1
73347,2023,9,1,1
73347,2023,10,1,1
73347,2023,11,1,1
73347,2024,1,1,1
73347,2024,4,1,1
73347,2024,7,1,1
73347,2024,8,1,1
73347,2024,11,1,1
73349,2021,2,2,2
73349,2021,3,3,3
73349,2021,4,2,2
73349,2021,5,5,5
73349,2021,6,6,6
73349,2021,7,2,2
73349,2021,8,1,1
73349,2021,9,2,2
73349,2021,11,6,6
73349,2021,12,3,3
73349,2022,1,2,2
73349,2022,2,1,1
73349,2022,3,6,6
73349,2022,4,2,2
73349,2022,5,5,5
73349,2022,6,1,1
73349,2022,7,2,2
73349,2022,8,1,1
73349,2022,9,1,1
73349,2022,10,3,3
73349,2022,11,4,4
73349,2022,12,4,4
73349,2023,1,1,1
73349,2023,2,2,2
73349,2023,4,5,5
73349,2023,5,3,3
73349,2023,6,2,2
73349,2023,7,1,1
73349,2023,8,5,5
73349,2023,9,1,1
73349,2023,10,3,3
73349,2023,12,2,2
73349,2024,1,2,2
73349,2024,2,3,3
73349,2024,3,3,3
73349,2024,4,2,2
73349,2024,5,1,1
73349,2024,6,2,2
73349,2024,8,2,2
73349,2024,10,2,2
73349,2024,11,2,2
73352,2021,1,1,1
73352,2021,3,3,3
73352,2021,5,1,1
73352,2021,6,1,1
73352,2021,8,1,1
73352,2021,9,2,2
73352,2021,10,1,1
73352,2021,11,1,1
73352,2022,3,1,1
73352,2022,8,1,1
73352,2022,12,1,1
73352,2023,1,1,1
73352,2023,3,1,1
73352,2023,4,1,1
73352,2023,6,3,3
73352,2023,8,1,1
73352,2023,11,1,1
73352,2023,12,1,1
73352,2024,1,1,1
73352,2024,7,2,2
73352,2024,8,1,1
73352,2024,12,1,1
73408,2021,3,1,1
73408,2021,4,1,1
73408,2021,5,2,2
73408,2021,8,2,2
73408,2021,9,1,1
73408,2021,10,4,4
73408,2021,11,3,3
73408,2021,12,2,2
73408,2022,1,3,3
73408,2022,3,1,1
73408,2022,5,2,2
73408,2022,6,2,2
73408,2022,7,2,2
73408,2022,8,3,3
73408,2022,9,1,1
73408,2022,10,1,1
73408,2022,11,1,1
73408,2022,12,2,2
73408,2023,1,1,1
73408,2023,2,4,4
73408,2023,3,2,2
73408,2023,4,1,1
73408,2023,5,2,2
73408,2023,6,2,2
73408,2023,7,1,1
73408,2023,8,2,2
73408,2023,9,2,2
73408,2023,10,1,1
73408,2023,11,1,1
73408,2023,12,4,4
73408,2024,1,1,1
73408,2024,3,1,1
73408,2024,5,2,2
73408,2024,6,1,1
73408,2024,7,1,1
73408,2024,8,3,3
73408,2024,9,1,1
73408,2024,10,2,2
73408,2024,11,2,2
73408,2024,12,2,2
73411,2021,1,1,1
73411,2021,2,1,1
73411,2021,3,1,1
73411,2021,4,2,2
73411,2021,5,3,3
73411,2021,6,5,5
73411,2021,7,3,3
73411,2021,8,3,3
73411,2021,9,1,1
73411,2021,10,1,1
73411,2021,12,4,4
73411,2022,2,6,6
73411,2022,3,4,4
73411,2022,4,4,4
73411,2022,5,1,1
73411,2022,6,1,1
73411,2022,7,1,1
73411,2022,8,2,2
73411,2022,10,3,3
73411,2022,12,4,4
73411,2023,1,3,3
73411,2023,2,6,6
73411,2023,3,3,3
73411,2023,4,3,3
73411,2023,5,4,4
73411,2023,6,6,6
73411,2023,7,2,2
73411,2023,8,4,4
73411,2023,9,2,2
73411,2023,10,4,4
73411,2023,11,2,2
73411,2023,12,4,4
73411,2024,1,1,1
73411,2024,2,1,1
73411,2024,3,5,5
73411,2024,5,2,2
73411,2024,6,1,1
73411,2024,7,3,3
73411,2024,8,2,2
73411,2024,9,3,3
73411,2024,10,2,2
73411,2024,11,9,9
73411,2024,12,3,3
73443,2021,1,3,3
73443,2021,3,3,3
73443,2021,4,3,3
73443,2021,5,2,2
73443,2021,6,1,1
73443,2021,7,2,2
73443,2021,8,3,3
73443,2021,9,3,3
73443,2021,10,1,1
73443,2021,11,3,3
73443,2021,12,2,2
73443,2022,1,2,2
73443,2022,2,1,1
73443,2022,3,5,5
73443,2022,4,1,1
73443,2022,5,3,3
73443,2022,6,2,2
73443,2022,8,1,1
73443,2022,9,2,2
73443,2022,10,4,4
73443,2022,11,4,4
73443,2022,12,1,1
73443,2023,1,6,6
73443,2023,2,2,2
73443,2023,3,2,2
73443,2023,4,3,3
73443,2023,5,3,3
73443,2023,6,3,3
73443,2023,7,2,2
73443,2023,10,2,2
73443,2023,11,1,1
73443,2023,12,1,1
73443,2024,1,3,3
73443,2024,2,4,4
73443,2024,3,2,2
73443,2024,4,2,2
73443,2024,5,3,3
73443,2024,6,2,2
73443,2024,7,1,1
73443,2024,8,1,1
73443,2024,10,3,3
73443,2024,11,1,1
73443,2024,12,2,2
73449,2021,1,5,5
73449,2021,2,2,2
73449,2021,3,4,4
73449,2021,4,1,1
73449,2021,5,2,2
73449,2021,6,3,3
73449,2021,7,5,5
73449,2021,8,6,6
73449,2021,9,2,2
73449,2021,10,4,4
73449,2021,11,4,4
73449,2021,12,2,2
73449,2022,1,1,1
73449,2022,2,4,4
73449,2022,3,5,5
73449,2022,4,3,3
73449,2022,5,7,7
73449,2022,6,2,2
73449,2022,7,5,5
73449,2022,8,2,2
73449,2022,9,5,5
73449,2022,10,3,3
73449,2022,11,3,3
73449,2022,12,7,7
73449,2023,1,2,2
73449,2023,2,7,7
73449,2023,3,3,3
73449,2023,4,4,4
73449,2023,5,6,6
73449,2023,6,3,3
73449,2023,7,3,3
73449,2023,8,3,3
73449,2023,9,4,4
73449,2023,10,5,5
73449,2023,11,10,10
73449,2023,12,3,3
73449,2024,1,3,3
73449,2024,2,4,4
73449,2024,3,2,2
73449,2024,4,5,5
73449,2024,5,7,7
73449,2024,6,2,2
73449,2024,7,7,7
73449,2024,8,6,6
73449,2024,9,6,6
73449,2024,10,4,4
73449,2024,11,3,3
73461,2021,10,1,1
73461,2022,10,1,1
73461,2023,3,1,1
73461,2023,5,1,1
73483,2021,2,2,2
73483,2021,4,1,1
73483,2021,8,2,2
73483,2021,9,1,1
73483,2022,3,1,1
73483,2022,4,1,1
73483,2022,5,2,2
73483,2022,11,1,1
73483,2023,1,1,1
73483,2023,2,3,3
73483,2023,4,1,1
73483,2023,7,1,1
73483,2023,8,2,2
73483,2023,11,1,1
73483,2023,12,1,1
73483,2024,2,1,1
73483,2024,5,1,1
73483,2024,6,1,1
73483,2024,7,2,2
73483,2024,8,1,1
73483,2024,9,2,2
73504,2021,1,2,2
73504,2021,3,2,2
73504,2021,4,2,2
73504,2021,5,1,1
73504,2021,6,1,1
73504,2021,8,1,1
73504,2021,9,3,3
73504,2021,10,1,1
73504,2021,12,1,1
73504,2022,1,2,2
73504,2022,3,2,2
73504,2022,4,2,2
73504,2022,6,2,2
73504,2022,9,1,1
73504,2022,11,1,1
73504,2022,12,3,3
73504,2023,2,1,1
73504,2023,4,2,2
73504,2023,5,1,1
73504,2023,6,3,3
73504,2023,7,1,1
73504,2023,8,2,2
73504,2023,9,3,3
73504,2023,10,2,2
73504,2023,12,1,1
73504,2024,2,1,1
73504,2024,3,2,2
73504,2024,5,1,1
73504,2024,6,2,2
73504,2024,7,1,1
73504,2024,10,2,2
73520,2021,1,1,1
73520,2021,2,1,1
73520,2021,3,2,2
73520,2021,5,1,1
73520,2021,6,1,1
73520,2021,8,2,2
73520,2021,10,1,1
73520,2021,11,2,2
73520,2022,1,1,1
73520,2022,2,4,4
73520,2022,3,2,2
73520,2022,4,1,1
73520,2022,5,1,1
73520,2022,8,2,2
73520,2022,10,1,1
73520,2023,2,1,1
73520,2023,3,2,2
73520,2023,4,1,1
